seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy,class
a,a,W,23605,552,-72,63,a,0,1,0,0,0,2266,2266,0
a,b,W,21481,118,-33,2,a,0,1,0,0,0,8630,8630,0
b,a,W,28062,57,-9,9,a,0,1,0,0,0,1610,1610,0
a,b,N,73966,80,17,-16,a,0,0,0,0,0,0,0,0
a,a,W,19179,627,-34,27,a,0,1,0,0,0,1487,1487,0
a,a,W,29686,819,32,-10,a,1,0,0,0,0,730,730,0
b,a,N,8409,503,-42,19,a,0,0,0,0,0,0,0,0
a,a,N,12694,49,69,32,b,0,1,0,0,0,5098,5098,0
b,a,N,86954,221,37,-10,b,0,0,0,0,0,0,0,0
a,c,N,119844,313,9,-47,b,0,1,0,0,0,3047,3047,0
a,b,W,6047,819,-13,32,a,0,1,0,0,0,4498,4498,0
a,a,N,142385,137,19,65,a,0,0,0,0,0,0,0,0
b,a,N,94438,818,2,12,b,0,1,0,0,0,6968,6968,0
a,a,N,6730,121,24,-7,a,0,1,0,0,0,3221,3221,0
a,b,W,32521,501,9,28,a,0,1,0,0,0,1115,1115,0
a,a,W,19458,212,44,-8,a,0,0,0,0,0,0,0,0
a,b,W,26445,292,27,-29,a,0,0,0,0,0,0,0,0
a,c,W,2371,261,-17,-52,a,0,0,0,0,0,0,0,0
a,a,W,140727,76,20,1,b,0,0,0,0,0,0,0,0
b,a,N,19461,351,34,-1,a,0,0,0,0,0,0,0,0
b,b,N,452119,4004,11,133,a,0,0,1,0,0,181657,60915,1
a,a,N,48123,241,-13,-47,a,0,0,0,0,0,0,0,0
c,a,W,270599,867,9,67,b,0,0,1,0,0,45436,13205,1
b,a,N,18319,731,-52,12,a,0,0,0,0,0,0,0,0
a,a,W,62620,344,23,-5,a,0,1,0,0,0,7062,7062,0
a,a,W,13164,429,-33,-23,a,1,0,0,0,0,494,494,0
b,a,N,18498,52,-9,15,a,0,1,0,0,0,1417,1417,0
a,a,N,527555,969,45,5,a,0,0,1,0,0,101121,35700,1
a,b,N,26164,810,-34,-16,a,0,1,0,0,0,2672,2672,0
a,a,N,16571,88,20,8,c,0,1,0,0,0,1732,1732,0
a,a,W,14269,82,15,18,a,0,1,0,0,0,1801,1801,0
b,a,W,49418,75,-35,14,a,0,1,0,0,0,1263,1263,0
a,b,W,19905,605,-30,5,a,1,0,0,0,0,478,478,0
a,a,N,255935,1829,36,121,a,0,1,0,0,0,13508,9094,1
a,a,W,20059,74,15,-12,a,0,0,0,0,0,0,0,0
a,a,N,19658,14,-15,13,c,0,0,0,0,0,0,0,0
a,a,W,31297,198,-26,-16,a,0,0,0,0,0,0,0,0
a,a,N,12543,259,1,-18,a,1,0,0,0,0,153,153,0
b,a,W,7107,12,-5,-14,a,0,1,0,0,0,1100,1100,0
a,a,N,8378,326,12,-75,b,1,0,0,0,0,59,59,0
a,b,N,2162,31,12,-5,a,0,0,0,0,0,0,0,0
a,a,W,14799,466,40,-19,a,0,0,0,0,0,0,0,0
a,b,N,26180,412,-9,1,a,0,0,0,0,0,0,0,0
a,a,W,11098,88,0,-27,a,0,0,0,0,0,0,0,0
a,a,N,29835,133,-31,34,a,1,0,0,0,0,148,148,0
b,c,W,10656,85,-26,-9,a,0,1,0,0,0,6080,6080,0
a,a,N,223566,25,-51,-42,a,0,1,0,0,0,1163,1163,0
b,a,W,2371,180,48,16,b,0,1,0,0,0,2238,2238,0
a,a,W,77951,551,6,-39,b,0,1,0,0,0,1874,1874,0
a,a,W,18987,848,-10,36,a,0,0,0,0,0,0,0,0
a,a,W,15133,168,8,11,c,0,0,0,0,0,0,0,0
b,a,N,46686,137,-42,5,a,0,1,0,0,0,4372,4372,0
a,c,N,42598,415,30,77,a,0,0,0,0,0,0,0,0
a,a,W,187160,2461,98,48,a,0,0,1,0,0,31513,12661,1
a,b,W,31646,205,42,-14,a,0,0,0,0,0,0,0,0
b,a,N,37832,68,-32,-8,a,1,0,0,0,0,105,105,0
b,a,W,70449,76,-16,-15,a,0,1,0,0,0,5070,5070,0
a,a,W,11437,260,15,34,a,0,0,0,0,0,0,0,0
a,a,W,164451,102,1,29,a,1,0,0,0,0,128,128,0
b,a,N,43928,74,-34,-11,a,0,0,0,0,0,0,0,0
b,a,W,91495,42,30,-32,a,0,0,0,0,0,0,0,0
a,b,N,24396,146,35,22,a,0,0,0,0,0,0,0,0
b,a,N,41203,711,32,-2,a,0,0,0,0,0,0,0,0
a,a,N,19755,239,-12,4,a,0,0,0,0,0,0,0,0
a,a,W,23122,335,10,11,a,0,1,0,0,0,2904,2904,0
a,c,W,4070,673,-1,-12,a,0,1,0,0,0,1276,1276,0
a,a,W,71252,59,-10,-5,a,1,0,0,0,0,25,25,0
a,a,N,42207,18,-40,-36,b,0,0,0,0,0,0,0,0
a,a,W,25475,34,1,19,a,0,1,0,0,0,2293,2293,0
a,a,W,2546,135,5,24,a,0,0,0,0,0,0,0,0
a,a,N,71728,202,8,-25,b,0,1,0,0,0,5252,5252,0
a,a,N,15688,86,-4,53,b,0,1,0,0,0,2040,2040,0
a,a,N,6152,834,-20,-1,a,0,0,0,0,0,0,0,0
b,a,W,8220,256,-32,1,a,0,0,0,0,0,0,0,0
a,b,W,23528,255,12,6,b,0,1,0,0,0,1180,1180,0
a,a,W,1298,83,-28,-13,b,0,0,0,0,0,0,0,0
a,a,N,19372,45,-18,-20,a,0,1,0,0,0,1163,1163,0
b,a,W,36791,199,0,42,a,0,1,0,0,0,3904,3904,0
a,a,N,455316,4321,122,103,a,0,0,1,0,0,40960,19245,1
a,a,W,14333,824,50,-17,a,0,0,0,0,0,0,0,0
b,a,W,264277,381,-20,-5,b,0,1,0,0,0,2868,2868,0
a,a,W,32777,322,60,1,a,0,0,0,0,0,0,0,0
a,a,W,10950,285,-34,28,a,1,0,0,0,0,595,595,0
a,b,W,47330,130,10,-32,a,0,0,0,0,0,0,0,0
a,a,N,54981,65,16,13,b,1,0,0,0,0,229,229,0
a,a,N,92304,36,-24,1,a,0,0,0,0,0,0,0,0
b,a,W,5381,68,-26,-17,a,0,1,0,0,0,2980,2980,0
a,a,W,4214,60,11,1,a,0,0,0,0,0,0,0,0
b,a,N,3669,110,8,5,a,0,0,0,0,0,0,0,0
a,a,W,29968,140,10,55,a,0,1,0,0,0,1863,1863,0
a,a,N,20925,73,5,-32,a,0,0,0,0,0,0,0,0
a,a,W,67954,3516,55,82,a,0,0,1,0,0,50768,16624,1
a,a,W,9222,113,30,-6,a,1,0,0,0,0,427,427,0
a,b,N,98823,1486,-67,33,b,0,1,0,0,0,6397,6397,0
b,a,N,27061,251,-3,-23,a,1,0,0,0,0,985,985,0
a,a,W,17494,268,-5,22,a,0,0,0,0,0,0,0,0
a,a,N,54762,739,15,-12,a,0,0,0,0,0,0,0,0
a,a,N,11578,491,25,-44,a,1,0,0,0,0,633,633,0
a,a,W,14340,292,-17,13,a,0,1,0,0,0,6813,6813,0
b,a,W,57358,317,29,11,a,0,1,0,0,0,2210,2210,0
a,a,W,97472,124,-40,14,a,1,0,0,0,0,338,338,0
a,a,W,3915,10,-3,4,b,0,0,0,0,0,0,0,0
a,a,N,54123,302,9,-2,a,1,0,0,0,0,334,334,0
a,a,W,97291,575,-25,2,a,0,0,0,0,0,0,0,0
a,a,W,47986,164,15,21,c,0,0,0,0,0,0,0,0
a,c,N,42148,128,30,-11,a,0,0,0,0,0,0,0,0
b,a,N,14417,310,-18,5,a,0,0,0,0,0,0,0,0
b,a,W,33386,813,15,-50,a,0,1,0,0,0,3799,3799,0
a,a,W,8460,241,22,-19,a,1,0,0,0,0,654,654,0
a,a,N,203788,2081,81,7,a,0,0,1,0,0,113375,42275,1
a,b,W,7463,1131,-34,12,a,0,1,0,0,0,1339,1339,0
a,a,N,86408,198,-24,-1,a,0,0,0,0,0,0,0,0
b,a,N,43835,160,2,6,a,0,0,0,0,0,0,0,0
b,a,N,21966,34,-6,17,a,0,1,0,0,0,2215,2215,0
a,a,W,51714,283,90,29,c,0,1,0,0,0,5234,5234,0
a,a,W,23760,346,-4,27,a,0,0,0,0,0,0,0,0
a,a,N,1141,164,-20,22,a,1,0,0,0,0,413,413,0
a,a,W,64515,319,23,13,b,0,0,0,0,0,0,0,0
a,a,N,8832,669,19,41,a,0,0,0,0,0,0,0,0
b,a,W,82484,540,28,-1,a,0,1,0,0,0,2523,2523,0
a,c,W,6671,534,-52,10,a,1,0,0,0,0,688,688,0
a,a,N,10284,162,29,37,a,0,0,0,0,0,0,0,0
a,a,W,74866,2485,68,62,a,0,0,1,0,0,38831,13446,1
a,b,W,12724,124,-11,1,c,0,0,0,0,0,0,0,0
a,c,W,64655,762,30,50,a,0,1,0,0,0,18266,9112,1
c,a,N,55816,305,3,17,a,0,0,0,0,0,0,0,0
b,a,W,34085,31,-17,-1,a,0,1,0,0,0,3997,3997,0
b,a,N,75296,30,1,-30,a,0,1,0,0,0,4042,4042,0
a,a,W,32821,193,0,5,a,1,0,0,0,0,833,833,0
a,b,W,30773,64,15,48,b,0,1,0,0,0,4494,4494,0
c,b,W,7502,520,20,19,a,0,0,0,0,0,0,0,0
a,a,N,124844,146,16,33,a,0,1,0,0,0,1888,1888,0
b,b,N,3521,223,-34,-39,b,1,0,0,0,0,172,172,0
b,a,N,40058,211,44,18,a,1,0,0,0,0,187,187,0
a,c,W,45843,516,24,1,b,0,1,0,0,0,3842,3842,0
a,c,W,28203,376,-51,-35,a,1,0,0,0,0,885,885,0
a,a,W,59080,167,28,-4,a,0,0,0,0,0,0,0,0
a,a,N,10368,32,28,11,a,0,1,0,0,0,1780,1780,0
a,a,W,51813,152,40,-34,b,0,0,0,0,0,0,0,0
b,c,W,2236,361,-19,-55,a,0,1,0,0,0,1501,1501,0
b,c,N,33877,11,-19,17,a,0,0,0,0,0,0,0,0
a,a,W,18429,103,7,-16,a,0,1,0,0,0,8323,8323,0
a,a,N,85765,39,4,-29,a,1,0,0,0,0,611,611,0
a,a,W,89385,1451,-6,-2,b,1,0,0,0,0,677,677,0
a,b,W,48728,421,30,20,a,0,0,0,0,0,0,0,0
a,a,W,10717,65,33,-13,b,0,0,0,0,0,0,0,0
a,a,W,88846,691,-19,-24,a,0,1,0,0,0,5051,5051,0
a,a,W,24896,71,2,-39,a,0,1,0,0,0,5285,5285,0
a,b,N,14592,60,58,-17,a,0,1,0,0,0,1207,1207,0
a,b,W,113389,41,19,19,a,0,1,0,0,0,1316,1316,0
a,a,W,100813,162,-93,6,b,0,0,0,0,0,0,0,0
a,a,N,3756,13,45,20,a,0,1,0,0,0,1877,1877,0
a,a,N,38798,46,17,-43,a,1,0,0,0,0,688,688,0
a,b,N,38421,196,38,10,a,0,0,0,0,0,0,0,0
b,a,W,11756,80,-11,55,b,0,0,0,0,0,0,0,0
a,a,N,153938,389,26,-8,a,0,1,0,0,0,2142,2142,0
a,a,N,13929,247,32,-62,a,0,1,0,0,0,2425,2425,0
a,a,N,12187,794,-59,-10,a,0,0,0,0,0,0,0,0
a,a,N,33842,636,26,-7,a,0,1,0,0,0,4304,4304,0
a,a,W,5185,210,1,-10,a,0,0,0,0,0,0,0,0
b,a,N,4535,549,14,-24,a,0,1,0,0,0,2792,2792,0
a,a,N,9007,171,14,11,a,0,0,0,0,0,0,0,0
a,a,W,8600,56,18,11,a,0,0,0,0,0,0,0,0
a,a,W,8776,77,-44,-22,a,0,0,0,0,0,0,0,0
b,a,N,5063,211,1,26,b,1,0,0,0,0,951,951,0
b,a,W,73040,1418,63,82,a,0,0,1,0,0,49991,23508,1
a,a,N,37821,234,22,-42,a,0,0,0,0,0,0,0,0
a,b,W,87202,125,-34,7,a,0,0,0,0,0,0,0,0
a,a,W,149917,197,-9,-10,a,0,0,0,0,0,0,0,0
a,a,N,82919,68,-39,23,c,0,1,0,0,0,2292,2292,0
a,a,W,31929,288,-2,59,a,1,0,0,0,0,259,259,0
a,b,W,13417,48,21,-1,a,0,0,0,0,0,0,0,0
a,a,N,4976,908,-24,2,a,0,0,0,0,0,0,0,0
b,a,N,101364,41,-15,0,a,0,1,0,0,0,3859,3859,0
b,a,W,38068,66,-20,-3,a,0,0,0,0,0,0,0,0
a,a,W,52061,32,27,-20,a,0,0,0,0,0,0,0,0
a,b,N,30912,24,3,-58,a,0,1,0,0,0,1039,1039,0
a,a,W,16791,99,-4,10,a,0,0,0,0,0,0,0,0
a,b,N,7934,242,45,-3,a,0,0,0,0,0,0,0,0
b,a,W,36852,28,-4,-20,a,1,0,0,0,0,201,201,0
a,c,W,34679,338,14,24,b,0,0,0,0,0,0,0,0
a,a,N,11861,47,24,-8,a,1,0,0,0,0,32,32,0
a,b,N,39446,370,40,38,a,0,1,0,0,0,4534,4534,0
a,a,W,29007,96,-7,16,a,0,0,0,0,0,0,0,0
a,a,W,4767,89,-33,20,a,0,1,0,0,0,1652,1652,0
b,a,W,134558,1495,38,18,a,0,0,1,0,0,44355,22339,1
b,b,W,113074,490,5,10,a,0,1,0,0,0,1227,1227,0
a,a,N,9727,296,-53,-1,a,0,1,0,0,0,4085,4085,0
b,a,W,30435,190,-16,-23,a,0,1,0,0,0,1141,1141,0
b,a,W,31602,405,-25,35,a,1,0,0,0,0,844,844,0
a,c,N,40844,384,-26,-16,b,0,0,0,0,0,0,0,0
a,a,N,16851,325,-6,-10,a,0,0,0,0,0,0,0,0
a,a,N,13369,256,6,-4,b,0,0,0,0,0,0,0,0
a,c,W,25130,94,26,3,a,0,0,0,0,0,0,0,0
a,b,N,24944,861,-5,-37,a,0,1,0,0,0,4448,4448,0
a,a,N,33443,134,27,18,a,0,0,0,0,0,0,0,0
a,b,W,6680,186,-45,-13,b,1,0,0,0,0,389,389,0
a,a,N,18919,54,-12,0,a,0,0,0,0,0,0,0,0
a,a,N,24883,36,-18,0,c,0,1,0,0,0,8445,8445,0
a,b,W,2698,723,14,52,a,0,1,0,0,0,4132,4132,0
a,b,N,155695,3108,-9,61,a,0,0,1,0,0,20340,12594,1
a,a,W,49532,78,-2,-2,c,0,0,0,0,0,0,0,0
a,a,N,15698,257,-47,15,c,0,0,0,0,0,0,0,0
a,a,N,18743,352,-29,-8,a,0,1,0,0,0,4429,4429,0
b,b,N,141254,148,-9,-6,b,0,1,0,0,0,1965,1965,0
a,c,W,96109,56,-1,14,a,0,0,0,0,0,0,0,0
a,a,N,2045,134,-46,-14,b,0,1,0,0,0,1756,1756,0
a,b,N,31010,528,38,-54,b,0,1,0,0,0,3016,3016,0
a,a,N,13287,111,-33,-36,b,0,0,0,0,0,0,0,0
a,a,N,2397,128,-12,-15,b,0,0,0,0,0,0,0,0
a,a,W,128080,153,-5,25,a,0,1,0,0,0,1669,1669,0
b,a,N,12197,276,-12,-8,a,1,0,0,0,0,306,306,0
a,a,N,1868,833,-37,-28,a,0,0,0,0,0,0,0,0
a,c,N,74504,2244,187,17,a,0,0,1,0,0,58377,43665,1
a,a,N,29378,480,-9,-36,a,0,1,0,0,0,1705,1705,0
a,a,W,52169,102,18,8,a,1,0,0,0,0,744,744,0
a,b,W,1182,823,-6,11,a,0,0,0,0,0,0,0,0
a,a,W,14644,30,25,9,a,0,0,0,0,0,0,0,0
b,a,N,79035,319,-30,-17,b,0,0,0,0,0,0,0,0
b,a,W,45025,231,12,-2,a,0,0,0,0,0,0,0,0
a,b,W,30676,843,28,4,a,0,0,0,0,0,0,0,0
a,a,W,49694,1017,-14,0,a,0,1,0,0,0,6439,6439,0
b,a,N,129462,85,-18,26,a,0,0,0,0,0,0,0,0
a,a,N,69064,291,8,0,a,0,0,0,0,0,0,0,0
b,c,W,55960,1514,-6,-22,a,0,0,0,0,0,0,0,0
a,a,N,30641,12,31,21,a,0,1,0,0,0,2116,2116,0
c,a,N,11231,635,-3,-17,a,0,0,0,0,0,0,0,0
b,a,N,72746,450,10,32,a,0,1,0,0,0,3456,3456,0
a,a,W,18332,44,14,-17,a,0,0,0,0,0,0,0,0
a,a,N,2328,100,45,9,a,0,0,0,0,0,0,0,0
a,c,N,50598,233,-13,28,a,0,0,0,0,0,0,0,0
a,a,W,65146,1019,-14,5,a,0,0,0,0,0,0,0,0
a,b,N,8954,39,26,7,b,1,0,0,0,0,130,130,0
a,b,N,16152,251,-47,8,a,0,0,0,0,0,0,0,0
a,a,W,10764,1414,-1,-29,a,0,0,0,0,0,0,0,0
a,a,W,44268,294,49,20,a,0,0,0,0,0,0,0,0
a,b,N,18469,645,-23,-11,a,0,0,0,0,0,0,0,0
a,b,N,27267,280,-10,0,a,0,1,0,0,0,1682,1682,0
b,a,N,53762,129,21,22,b,0,1,0,0,0,1277,1277,0
a,a,W,43225,256,-38,-25,a,1,0,0,0,0,126,126,0
a,a,W,10332,541,-4,6,a,0,1,0,0,0,2276,2276,0
a,a,N,43838,251,-3,21,a,0,0,0,0,0,0,0,0
a,a,N,49016,808,-29,-3,a,0,0,0,0,0,0,0,0
a,c,N,253399,688,89,57,a,0,0,1,0,0,25800,12021,1
a,a,N,15934,186,5,-6,a,1,0,0,0,0,24,24,0
c,b,W,42807,141,-10,-9,a,0,0,0,0,0,0,0,0
a,a,N,92517,376,-12,-4,a,0,0,0,0,0,0,0,0
b,a,W,11195,76,-27,-11,b,0,1,0,0,0,1561,1561,0
a,b,W,1462,526,0,6,a,0,0,0,0,0,0,0,0
a,a,W,37701,25,17,-12,b,0,0,0,0,0,0,0,0
a,a,N,31517,380,-35,5,b,0,1,0,0,0,3933,3933,0
b,a,W,68864,730,10,17,a,0,1,0,0,0,1194,1194,0
a,a,W,11918,49,24,49,a,0,0,0,0,0,0,0,0
b,a,N,2640,816,5,6,a,0,1,0,0,0,1977,1977,0
a,c,N,28156,58,21,18,c,0,0,0,0,0,0,0,0
a,b,W,9979,1121,-43,17,a,0,0,1,0,0,10670,10670,0
a,a,N,10191,162,0,-23,b,0,1,0,0,0,1798,1798,0
a,b,W,20554,128,0,-26,a,0,1,0,0,0,2074,2074,0
a,a,N,107114,369,5,-50,b,0,0,0,0,0,0,0,0
a,a,W,2638,882,21,-1,a,0,0,0,0,0,0,0,0
a,a,W,55486,1011,29,-24,b,0,1,0,0,0,1874,1874,0
a,a,N,29345,44,33,16,a,0,1,0,0,0,5380,5380,0
a,a,N,141470,150,-6,2,a,0,0,0,0,0,0,0,0
a,a,N,15476,169,42,-25,a,0,0,0,0,0,0,0,0
a,a,W,1505,127,-14,42,a,0,0,0,0,0,0,0,0
a,a,W,55092,781,-53,-30,a,0,0,0,0,0,0,0,0
b,c,N,30100,29,42,-18,a,0,1,0,0,0,4172,4172,0
b,c,W,92977,307,1,-21,a,0,1,0,0,0,3119,3119,0
a,a,N,76386,250,17,13,a,0,0,0,0,0,0,0,0
a,a,W,22812,69,-21,10,a,0,0,0,0,0,0,0,0
a,b,W,60454,409,-25,-29,a,0,1,0,0,0,2943,2943,0
b,b,N,10432,727,34,-26,a,0,1,0,0,0,1396,1396,0
b,b,N,18181,10,-48,17,a,0,0,0,0,0,0,0,0
a,a,W,6661,147,1,-49,a,0,0,0,0,0,0,0,0
b,a,W,234040,716,57,59,a,0,1,0,0,0,30644,9049,1
a,a,W,56754,73,-5,7,b,1,0,0,0,0,678,678,0
a,a,W,8704,11,23,2,a,0,1,0,0,0,2454,2454,0
b,a,N,4766,285,17,-51,b,1,0,0,0,0,719,719,0
b,b,N,17929,10,-50,-21,a,0,1,0,0,0,2631,2631,0
b,b,N,149181,198,-30,4,a,0,1,0,0,0,2771,2771,0
a,a,W,3919,432,-54,-15,a,0,0,0,0,0,0,0,0
a,a,W,87713,166,-12,25,b,0,0,0,0,0,0,0,0
b,a,W,11561,594,-4,13,a,1,0,0,0,0,938,938,0
a,a,W,72964,160,44,12,a,0,0,0,0,0,0,0,0
a,a,N,19664,173,-4,5,a,1,0,0,0,0,184,184,0
a,b,N,20612,49,32,1,b,0,0,0,0,0,0,0,0
b,a,N,86416,299,36,22,a,0,0,1,0,0,93983,35889,1
b,b,W,7630,169,14,-6,b,0,1,0,0,0,1317,1317,0
a,b,N,19501,156,-44,-55,a,0,1,0,0,0,2414,2414,0
a,b,N,75013,688,17,-38,a,1,0,0,0,0,545,545,0
a,a,N,6757,94,10,36,a,1,0,0,0,0,695,695,0
a,a,N,19022,1033,44,-14,a,0,1,0,0,0,1890,1890,0
a,a,W,105637,217,59,5,b,0,1,0,0,0,1056,1056,0
a,a,W,11987,283,40,-11,a,0,1,0,0,0,1173,1173,0
b,a,N,64360,191,38,26,a,0,0,0,0,0,0,0,0
b,b,N,43620,354,0,-19,a,1,0,0,0,0,997,997,0
a,c,N,73480,128,7,6,a,0,0,0,0,0,0,0,0
b,b,N,84006,167,1,61,a,0,1,0,0,0,3750,3750,0
a,a,N,45370,60,-24,20,c,0,1,0,0,0,5062,5062,0
a,a,W,40215,23,-46,-27,a,0,0,0,0,0,0,0,0
b,a,N,68769,633,-27,19,a,0,0,0,0,0,0,0,0
a,a,N,15674,261,7,28,a,1,0,0,0,0,670,670,0
b,b,N,78788,208,-59,-28,a,0,1,0,0,0,5220,5220,0
a,a,W,37502,1026,15,3,a,0,1,0,0,0,1428,1428,0
b,a,W,14022,270,-24,-8,a,0,1,0,0,0,6141,6141,0
a,b,W,13290,662,-5,35,a,0,0,0,0,0,0,0,0
a,a,W,3271,717,-35,-15,a,0,0,0,0,0,0,0,0
a,c,W,5333,645,-74,-44,a,0,1,0,0,0,1160,1160,0
a,a,N,35131,100,-17,8,b,0,1,0,0,0,1743,1743,0
a,b,N,7847,474,14,-2,a,0,0,0,0,0,0,0,0
a,a,W,26851,251,-43,25,a,0,1,0,0,0,5680,5680,0
b,a,W,7142,167,0,11,a,0,1,0,0,0,2166,2166,0
b,a,W,18507,160,8,39,a,0,1,0,0,0,1103,1103,0
b,b,N,37891,228,-60,7,a,0,0,0,0,0,0,0,0
b,b,W,178526,395,90,68,b,0,0,1,0,0,32939,11481,1
b,a,W,3714,164,23,20,b,1,0,0,0,0,5,5,0
a,c,W,25947,709,-14,-14,a,0,1,0,0,0,4781,4781,0
b,b,N,6886,118,0,-15,a,0,0,0,0,0,0,0,0
b,a,W,42975,244,-24,5,a,0,1,0,0,0,2197,2197,0
a,a,N,22978,181,-40,-37,a,0,0,0,0,0,0,0,0
a,a,N,58265,327,-47,36,b,0,1,0,0,0,1147,1147,0
a,a,N,154249,376,46,-16,a,0,0,0,0,0,0,0,0
b,a,N,41318,1002,-36,13,a,0,0,0,0,0,0,0,0
a,a,N,8283,201,-47,3,a,0,1,0,0,0,4390,4390,0
c,a,W,2707,264,52,15,a,0,0,0,0,0,0,0,0
a,a,N,246588,602,43,44,b,0,0,1,0,0,91834,45813,1
a,a,N,32873,55,-49,12,a,0,1,0,0,0,2088,2088,0
c,c,N,6504,289,-3,13,b,0,0,0,0,0,0,0,0
a,a,W,55434,56,14,26,a,0,1,0,0,0,3346,3346,0
a,b,N,12985,569,31,6,a,0,0,0,0,0,0,0,0
a,a,N,9503,67,18,-3,a,0,0,0,0,0,0,0,0
b,a,N,72775,224,31,-71,a,0,1,0,0,0,1665,1665,0
a,b,W,2077,443,-37,16,a,0,0,0,0,0,0,0,0
a,a,N,7007,306,59,-8,a,0,0,0,0,0,0,0,0
a,a,N,34997,373,-37,47,b,0,1,0,0,0,3076,3076,0
a,a,N,34695,135,5,31,a,1,0,0,0,0,58,58,0
a,a,N,146753,390,-24,-25,b,0,0,0,0,0,0,0,0
b,a,N,31130,246,-30,5,c,0,1,0,0,0,1352,1352,0
a,a,N,10369,135,-6,49,a,1,0,0,0,0,435,435,0
b,a,N,39486,34,50,-73,a,0,1,0,0,0,3815,3815,0
a,b,W,9174,291,2,8,a,0,1,0,0,0,2567,2567,0
a,b,W,23971,415,-40,28,a,1,0,0,0,0,796,796,0
c,a,W,92506,192,-15,-44,a,0,0,0,0,0,0,0,0
a,a,N,14199,150,-3,35,a,0,0,0,0,0,0,0,0
a,a,W,334260,1095,94,70,a,0,0,1,0,0,38427,19843,1
c,b,N,22615,88,37,4,b,0,0,0,0,0,0,0,0
a,a,W,27998,228,-6,30,a,0,0,0,0,0,0,0,0
b,a,W,1109,633,13,30,c,0,0,0,0,0,0,0,0
a,a,N,8515,202,14,-18,a,0,0,0,0,0,0,0,0
a,b,N,23754,424,42,3,a,0,0,0,0,0,0,0,0
b,a,N,9492,234,-56,27,a,0,0,0,0,0,0,0,0
a,a,N,9033,381,-64,23,a,1,0,0,0,0,191,191,0
a,a,N,37556,726,-50,-30,a,0,1,0,0,0,1078,1078,0
a,a,W,43559,69,-53,28,a,1,0,0,0,0,902,902,0
a,a,N,34236,641,-15,5,a,0,0,0,0,0,0,0,0
a,a,W,21861,39,-6,-5,b,0,0,0,0,0,0,0,0
a,b,W,2632,707,5,-13,a,0,0,0,0,0,0,0,0
a,a,N,24489,240,6,-12,a,0,1,0,0,0,3577,3577,0
a,a,W,41622,718,-32,43,a,0,0,0,0,0,0,0,0
a,a,W,27472,222,4,-36,a,0,0,0,0,0,0,0,0
a,a,N,8985,48,-7,12,a,0,0,0,0,0,0,0,0
a,a,N,81200,455,7,-25,b,0,0,0,0,0,0,0,0
a,a,W,40042,21,-5,-16,a,0,1,0,0,0,3866,3866,0
b,a,W,3959,449,-32,-37,a,1,0,0,0,0,304,304,0
a,a,W,80575,15,-8,30,a,0,0,0,0,0,0,0,0
a,b,N,79037,47,-13,-43,a,0,0,0,0,0,0,0,0
a,a,N,14093,103,0,25,a,0,1,0,0,0,1129,1129,0
a,c,N,45182,23,20,7,a,0,0,0,0,0,0,0,0
a,a,W,1562,585,-12,9,a,0,1,0,0,0,1472,1472,0
b,a,N,18240,341,17,19,a,0,0,0,0,0,0,0,0
a,a,N,32291,242,25,8,a,0,1,0,0,0,1114,1114,0
a,a,W,123507,135,30,31,a,0,1,0,0,0,3184,3184,0
a,b,W,3494,144,-13,-27,a,0,1,0,0,0,5478,5478,0
a,c,W,31866,109,-2,8,b,0,0,0,0,0,0,0,0
a,a,N,3248,693,0,-14,a,1,0,0,0,0,77,77,0
a,a,N,2759,32,-29,11,a,0,0,0,0,0,0,0,0
c,b,N,47391,399,-19,-12,a,0,1,0,0,0,1107,1107,0
a,b,N,15650,63,-48,-7,a,1,0,0,0,0,668,668,0
a,c,N,11490,635,-1,10,a,0,0,0,0,0,0,0,0
a,a,N,104451,53,-6,-15,a,0,0,0,0,0,0,0,0
a,b,N,112191,36,-52,4,a,0,1,0,0,0,2063,2063,0
a,a,W,68463,206,6,19,a,0,0,0,0,0,0,0,0
c,a,N,51861,414,33,-26,a,0,0,0,0,0,0,0,0
a,a,N,9884,301,27,-15,b,0,0,0,0,0,0,0,0
a,a,W,42757,841,0,32,b,0,0,0,0,0,0,0,0
a,a,W,15897,125,12,-3,a,0,1,0,0,0,3952,3952,0
a,a,W,67570,114,-14,-13,b,1,0,0,0,0,15,15,0
a,a,W,34790,94,-26,2,c,0,1,0,0,0,4195,4195,0
b,a,N,17590,124,-33,-15,a,0,0,0,0,0,0,0,0
a,a,N,29891,241,28,-3,a,0,0,0,0,0,0,0,0
a,a,W,71288,183,27,-14,a,0,0,0,0,0,0,0,0
a,a,W,20398,40,-18,-6,b,0,0,0,0,0,0,0,0
a,b,N,44031,407,-21,14,a,0,0,0,0,0,0,0,0
a,a,W,15152,44,17,27,b,0,0,0,0,0,0,0,0
a,a,W,14750,227,14,13,a,0,0,0,0,0,0,0,0
a,c,N,1769,92,1,8,a,0,1,0,0,0,1565,1565,0
a,a,W,25950,232,19,-24,a,0,0,0,0,0,0,0,0
a,b,N,7997,38,6,-26,a,1,0,0,0,0,578,578,0
a,a,W,4351,78,55,-45,b,1,0,0,0,0,63,63,0
a,c,N,1794,1394,20,-27,a,0,0,0,0,0,0,0,0
